Word,Valence,Arousal,Dominance,Concreteness
rumbling,0.500034,0.547506,0.523048,0.712376
nefariously,0.345452,0.494986,0.472375,0.420518
plagued,0.400393,0.464482,0.478500,0.633747
reabsorbed,0.522163,0.372037,0.530466,0.455306
pouching,0.574691,0.398960,0.607456,0.812626
overtopped,0.413937,0.481712,0.452209,0.665043
quacking,0.475731,0.457704,0.523155,0.703945
helmeted,0.588579,0.439436,0.569061,0.735088
wearable,0.756300,0.436324,0.690787,0.557041
Greenwich,0.578510,0.426686,0.596826,0.641116
globin,0.421018,0.424863,0.487222,0.677571
rallied,0.582298,0.444484,0.615842,0.717847
huzzah,0.704313,0.492620,0.682192,0.585627
relevancy,0.577784,0.497199,0.605930,0.349741
dissociation,0.436297,0.458711,0.516096,0.383141
hued,0.698259,0.426573,0.649972,0.571876
opposable,0.602365,0.472500,0.588162,0.640324
sunless,0.554798,0.414630,0.547990,0.665164
interregnum,0.467549,0.405670,0.495006,0.430332
swinger,0.520476,0.563236,0.559308,0.755138
hoody,0.538471,0.378519,0.559098,0.847770
dhal,0.601562,0.378768,0.554098,0.737875
pillars,0.622672,0.349445,0.618028,0.739623
hues,0.766150,0.417593,0.653615,0.601000
bugginess,0.409887,0.495518,0.500928,0.449038
snappy,0.671342,0.484216,0.678447,0.480381
ellipsoids,0.594699,0.371874,0.557927,0.690052
location,0.697598,0.404595,0.652978,0.736251
homeland,0.648652,0.466862,0.583516,0.622633
billable,0.509205,0.486268,0.533443,0.571869
prelate,0.582865,0.430197,0.584287,0.649661
flowchart,0.547076,0.442661,0.599141,0.785823
sojourning,0.633938,0.442747,0.578398,0.583066
huey,0.672125,0.415952,0.646488,0.577680
revving,0.557513,0.622878,0.600912,0.601563
foamers,0.526202,0.433678,0.557644,0.729491
backscatter,0.577640,0.465372,0.562265,0.589999
chess,0.622657,0.509227,0.642762,0.737229
lampooning,0.418554,0.581542,0.504704,0.522447
clutches,0.483828,0.560281,0.482929,0.689344
victims,0.458551,0.524364,0.468758,0.635892
Frenchwoman,0.559325,0.455577,0.537686,0.638152
demands,0.500737,0.516130,0.532903,0.430793
instructors,0.746287,0.440076,0.656753,0.711042
wilkins,0.543822,0.473977,0.558492,0.721579
transmuting,0.571930,0.443563,0.589541,0.387022
mischance,0.290342,0.517110,0.333943,0.518565
hoods,0.409025,0.424814,0.494127,0.806456
clutched,0.524909,0.439921,0.544415,0.765109
hallucinate,0.401406,0.657731,0.423823,0.669291
wearyingly,0.473261,0.492991,0.481912,0.424376
outstay,0.616413,0.469599,0.594893,0.586921
snore,0.416188,0.509237,0.504444,0.733539
lunacy,0.438470,0.572338,0.464867,0.418686
contraptions,0.602036,0.489562,0.578686,0.712326
pouncing,0.494893,0.485077,0.533876,0.619787
sienna,0.642394,0.324714,0.631600,0.748368
croissants,0.685632,0.408561,0.634191,0.715577
cabooses,0.640177,0.322888,0.599162,0.805491
pertinent,0.621264,0.404705,0.641217,0.379709
bruit,0.432172,0.451061,0.498906,0.501862
governess,0.522561,0.394713,0.521271,0.659366
unicef,0.636527,0.498830,0.600217,0.767781
kennedy,0.568386,0.418310,0.543759,0.620813
reassures,0.578768,0.513328,0.607953,0.394298
disassociated,0.434735,0.427617,0.512857,0.327232
bootlace,0.502801,0.395408,0.530637,0.849367
overestimating,0.452968,0.476932,0.518491,0.549987
toxicant,0.369846,0.497144,0.431944,0.622337
refugio,0.663883,0.385672,0.621656,0.748044
nicotiana,0.640538,0.383214,0.583121,0.668771
bruin,0.527755,0.498636,0.530269,0.826127
extirpate,0.466104,0.433445,0.536492,0.439093
amicably,0.602252,0.380700,0.662276,0.421362
irresistibly,0.666562,0.500375,0.619661,0.440711
architecturally,0.670363,0.377343,0.660285,0.552355
gyms,0.588107,0.413969,0.597463,0.731501
dumbest,0.427972,0.582680,0.501544,0.582948
unfazed,0.557534,0.461168,0.596396,0.504218
indigene,0.446813,0.467960,0.497560,0.536564
electroencephalogram,0.539469,0.467516,0.540374,0.654083
sighs,0.572228,0.463866,0.586149,0.562437
snuffles,0.499533,0.443034,0.503003,0.789543
chaotically,0.535185,0.470341,0.495094,0.451522
sight,0.626438,0.505416,0.609850,0.619323
flaying,0.397589,0.570538,0.507581,0.603707
lara,0.569167,0.444506,0.553913,0.710407
stonemasons,0.560468,0.348958,0.559102,0.823852
battalion,0.630930,0.468377,0.604231,0.797915
boogyman,0.430927,0.526080,0.503320,0.640428
indigent,0.410445,0.470283,0.466316,0.576096
momentary,0.658428,0.451158,0.595526,0.482656
sanity,0.645240,0.415919,0.627641,0.426454
ursula,0.609632,0.418411,0.563885,0.551465
nibbling,0.516419,0.485754,0.538161,0.681606
swimsuits,0.691974,0.455763,0.647412,0.840950
stamens,0.563505,0.451418,0.525623,0.788957
twinkle,0.788816,0.503050,0.688648,0.562007
stabled,0.543968,0.424664,0.582114,0.688155
jokingly,0.615128,0.467366,0.610351,0.736051
prosecuted,0.442969,0.547211,0.515806,0.578386
vigils,0.481159,0.468505,0.515464,0.705910
twinkly,0.703223,0.435266,0.653746,0.526037
deciliter,0.506110,0.399290,0.546464,0.828389
rappers,0.474628,0.524847,0.505359,0.696082
inclination,0.635921,0.457824,0.631674,0.401622
be,0.673037,0.415512,0.662743,0.456437
tankers,0.510508,0.458131,0.532921,0.790005
pedlars,0.455005,0.473044,0.500791,0.649483
ba,0.527570,0.418516,0.557393,0.607597
Riviera,0.594215,0.429616,0.596383,0.692991
bo,0.529904,0.460178,0.561285,0.670134
agreement,0.660324,0.356532,0.673818,0.573337
Antonio,0.505747,0.469964,0.556551,0.651643
deformable,0.653489,0.420353,0.644757,0.665641
sante,0.523686,0.422489,0.561092,0.734926
lionfish,0.540222,0.538046,0.515363,0.889512
santa,0.666925,0.475215,0.597395,0.839191
vitals,0.601820,0.459001,0.594379,0.717512
santo,0.624039,0.395834,0.625175,0.781679
tidal,0.614947,0.437982,0.539546,0.628567
starlings,0.453154,0.478082,0.509020,0.824147
by,0.638484,0.405575,0.580711,0.408040
excursions,0.759409,0.456878,0.663670,0.568007
gizzards,0.528077,0.461340,0.561663,0.769142
wildlife,0.700864,0.474034,0.613879,0.746848
curriculums,0.653956,0.402355,0.607929,0.577705
discontented,0.445340,0.533437,0.475869,0.410992
scepter,0.621019,0.441411,0.582830,0.895544
anything,0.567532,0.493596,0.595455,0.605155
nosebleed,0.327262,0.525781,0.413915,0.643893
hatcher,0.483643,0.482268,0.510556,0.698992
ambush,0.376047,0.628992,0.427056,0.673294
irrigates,0.579453,0.423686,0.601190,0.664778
forgave,0.538476,0.476277,0.581052,0.450083
unsorted,0.425062,0.345960,0.504675,0.639611
spaceflight,0.635458,0.517631,0.596092,0.606045
falsified,0.426473,0.475925,0.497930,0.491347
hatched,0.564281,0.532741,0.536686,0.582025
outvoted,0.372859,0.430415,0.478189,0.533754
computational,0.610837,0.467776,0.637144,0.476368
stampeded,0.465492,0.533812,0.493840,0.557063
legitimated,0.566122,0.454469,0.548994,0.270691
pincers,0.410929,0.530269,0.479834,0.871963
countrywoman,0.608001,0.409544,0.618497,0.692596
mudflows,0.467690,0.537925,0.441364,0.704201
plainest,0.608014,0.373119,0.639103,0.425836
doubters,0.604522,0.525432,0.618520,0.484358
pedagogical,0.642758,0.452299,0.660904,0.373910
kraal,0.552272,0.433566,0.558166,0.789382
Pollock,0.561686,0.491315,0.514835,0.655870
adverbs,0.574559,0.378460,0.595844,0.519276
primarily,0.520297,0.400043,0.566501,0.388997
insecticide,0.434229,0.459737,0.514643,0.778288
guideline,0.619179,0.345846,0.647332,0.594378
prefectures,0.518421,0.401328,0.526316,0.580206
indited,0.470098,0.433120,0.576833,0.518362
criticisms,0.438842,0.498698,0.525391,0.388905
Babylonian,0.617204,0.453817,0.599484,0.562253
arcade,0.690942,0.501906,0.620653,0.824728
buzzwords,0.548260,0.443975,0.555935,0.613969
specifically,0.621639,0.419336,0.647571,0.356981
occupy,0.541259,0.446375,0.618032,0.507691
smellier,0.414268,0.408413,0.515376,0.676645
surrogates,0.447987,0.518440,0.469746,0.567137
inconsistency,0.341237,0.454597,0.464949,0.471598
creosote,0.437402,0.390865,0.496966,0.906044
cosmogony,0.612187,0.452286,0.560857,0.449078
rhetorical,0.588094,0.477391,0.604618,0.455042
croplands,0.473140,0.399150,0.500881,0.609078
pauperization,0.355685,0.471325,0.444638,0.337662
excavating,0.465924,0.455692,0.566042,0.818553
impudent,0.432665,0.505812,0.524130,0.419292
byzantine,0.422755,0.470024,0.486844,0.381417
butters,0.619111,0.458941,0.599582,0.677807
ligation,0.432986,0.448034,0.512352,0.590667
jewish,0.441671,0.452345,0.496475,0.664651
relaxed,0.784647,0.444079,0.725727,0.484746
tally,0.625433,0.394516,0.648918,0.695986
buttery,0.767210,0.443201,0.664532,0.645801
pastor,0.555680,0.438156,0.560068,0.838780
vowing,0.468433,0.543540,0.530433,0.574076
blandishments,0.515079,0.484453,0.528803,0.400084
lino,0.556371,0.329097,0.621304,0.849293
archaic,0.386322,0.424094,0.468570,0.331492
link,0.664995,0.404612,0.673469,0.780244
flaunted,0.560131,0.565870,0.595736,0.472739
ling,0.581594,0.453309,0.576624,0.699866
line,0.694506,0.344170,0.657102,0.832343
photosynthesize,0.644850,0.398195,0.618329,0.665426
vicarage,0.606379,0.349089,0.599799,0.713751
relaxes,0.697547,0.436070,0.659550,0.664130
lina,0.496596,0.464113,0.526129,0.765675
finisher,0.541809,0.490339,0.611440,0.721196
imps,0.521331,0.452978,0.533935,0.666405
immured,0.496655,0.461685,0.518589,0.408434
gizmos,0.684488,0.465869,0.621872,0.701367
nieces,0.734437,0.444874,0.611213,0.646126
redeemed,0.636272,0.434278,0.639167,0.444287
forefathers,0.670504,0.413718,0.615817,0.551269
candidature,0.569212,0.452247,0.630774,0.491836
horned,0.503354,0.526061,0.523042,0.820890
corsage,0.686493,0.461880,0.611513,0.904396
redeemer,0.646708,0.461984,0.591807,0.482230
galena,0.486466,0.447430,0.475260,0.687235
olive_branch,0.597012,0.424916,0.616977,0.522005
dropkick,0.511546,0.492872,0.540218,0.663795
mature,0.728918,0.484650,0.681381,0.377908
horner,0.533374,0.460312,0.590607,0.806621
uncovers,0.527796,0.458361,0.592721,0.528038
homegirl,0.563735,0.495005,0.580256,0.769553
hornet,0.519610,0.552035,0.519297,0.943690
givens,0.626468,0.400957,0.576059,0.309625
formalist,0.446041,0.409282,0.568437,0.361234
supervisor,0.548839,0.432801,0.593322,0.754230
nationalist,0.496670,0.470754,0.563635,0.517141
armstrong,0.534086,0.415533,0.544319,0.717583
defined,0.517903,0.412950,0.569229,0.385892
overland,0.550535,0.444947,0.538505,0.728169
winsomeness,0.668728,0.458584,0.627372,0.439740
nestable,0.590288,0.319043,0.632044,0.841331
coasting,0.552720,0.431163,0.587977,0.532736
muckrake,0.444006,0.499916,0.529980,0.590513
bedroom,0.650753,0.434905,0.635323,0.910334
wove,0.658471,0.413817,0.640763,0.521824
playbills,0.537024,0.439313,0.585076,0.614743
troublemaker,0.327334,0.536606,0.469065,0.593220
nationalism,0.477861,0.479495,0.536274,0.469316
takedown,0.422580,0.522000,0.521730,0.637862
definer,0.600046,0.463452,0.621357,0.444910
defines,0.602416,0.457116,0.652808,0.459106
phantom,0.463375,0.486278,0.485764,0.430127
coder,0.542451,0.487149,0.555238,0.755124
codes,0.629521,0.434489,0.618480,0.554402
codex,0.669764,0.403558,0.630844,0.805707
descents,0.613090,0.553642,0.548453,0.646945
leftward,0.444451,0.443434,0.477159,0.459929
futilely,0.500501,0.436582,0.505674,0.537303
doxepin,0.486051,0.425441,0.510861,0.565344
overshoots,0.434724,0.507888,0.503218,0.529590
melodiously,0.756560,0.386383,0.648981,0.646612
definitely,0.771947,0.494650,0.732383,0.460046
actors,0.661956,0.466560,0.622920,0.632307
drippings,0.577877,0.345583,0.582671,0.904629
conditioners,0.586630,0.387988,0.594271,0.620182
swirl,0.616308,0.505185,0.552205,0.783154
sails,0.629516,0.409270,0.630110,0.788621
cystine,0.409043,0.399184,0.477869,0.695432
grassiness,0.577214,0.464580,0.562940,0.598234
verba,0.441922,0.363592,0.542539,0.563756
risibly,0.411843,0.470229,0.476380,0.455596
wrongly,0.339728,0.507173,0.440781,0.357750
pockmarked,0.436685,0.416718,0.531490,0.694430
hives,0.443463,0.430522,0.482777,0.915912
standi,0.535364,0.448065,0.614104,0.516972
sided,0.447289,0.387499,0.578325,0.506431
parenthesis,0.465760,0.347009,0.543751,0.635078
dweeb,0.438588,0.502759,0.476254,0.596319
robots,0.608357,0.520829,0.559128,0.708881
swivel_chair,0.529963,0.342647,0.575823,0.958617
kindergartener,0.649756,0.432420,0.623467,0.927625
proclamations,0.624610,0.453859,0.610811,0.499623
mealy,0.436172,0.373614,0.481082,0.611899
comfit,0.581502,0.492780,0.576312,0.849891
bodily,0.503973,0.474005,0.527830,0.564292
flatted,0.545494,0.398935,0.565017,0.658590
sides,0.657682,0.380053,0.620754,0.650419
hackney,0.580964,0.453293,0.587786,0.687842
mood,0.625013,0.456661,0.635778,0.564239
worsened,0.391394,0.403308,0.466991,0.565567
tailored,0.655526,0.406753,0.663150,0.511948
greases,0.489188,0.411099,0.564584,0.617834
expressionless,0.410387,0.408900,0.500717,0.575614
valuables,0.500345,0.482222,0.564378,0.747157
sunbeam,0.672156,0.415334,0.578685,0.814889
metabolize,0.513344,0.464579,0.569881,0.596538
reconditioning,0.551900,0.449934,0.598243,0.495786
indecorous,0.411049,0.503958,0.472174,0.352819
walked,0.587142,0.403705,0.636694,0.731911
reconnected,0.732835,0.427917,0.704963,0.476248
frees,0.557627,0.447581,0.605264,0.521448
conjectured,0.583187,0.410277,0.570052,0.328412
summit,0.576242,0.499240,0.586474,0.697282
urgency,0.576237,0.495130,0.594897,0.339901
walker,0.644817,0.360930,0.624389,0.990072
redisplay,0.770716,0.372983,0.730273,0.729931
rescuer,0.639840,0.533913,0.586619,0.834114
hello,0.764453,0.402159,0.666270,0.664814
essay,0.599393,0.437467,0.640388,0.655456
chalk,0.586408,0.369784,0.632630,0.804703
code,0.638797,0.424946,0.642294,0.646615
newswoman,0.455922,0.409776,0.516058,0.716770
serviceman,0.524781,0.472337,0.523992,0.889453
piddle,0.616703,0.363811,0.633827,0.765763
squats,0.569405,0.456232,0.641370,0.768283
guzzler,0.488795,0.477000,0.577449,0.679332
gamba,0.575141,0.385316,0.562264,0.648509
results,0.679421,0.429974,0.680556,0.634574
epilepsies,0.425304,0.492230,0.450550,0.489349
renown,0.751060,0.554792,0.676779,0.459979
pooches,0.726092,0.443163,0.620412,0.765806
cods,0.612288,0.463194,0.560432,0.733464
refound,0.726226,0.434664,0.701034,0.405417
hootch,0.565577,0.487167,0.543661,0.946854
menses,0.503518,0.489091,0.492438,0.707087
shrugged,0.559463,0.417235,0.595989,0.716500
guzzled,0.572270,0.476577,0.607861,0.548394
inferences,0.561270,0.390793,0.577548,0.410580
cody,0.558730,0.428207,0.575815,0.685266
momento,0.780761,0.425305,0.732078,0.727378
archdiocese,0.487621,0.455101,0.518882,0.664626
mollifying,0.561041,0.427405,0.607418,0.434076
renunciations,0.442321,0.407056,0.488842,0.561005
armholes,0.554644,0.347985,0.588421,0.861415
send,0.656923,0.482475,0.654375,0.657469
sene,0.377538,0.481661,0.503494,0.625619
citing,0.557308,0.411417,0.617955,0.630765
teardrop,0.575827,0.375371,0.554458,0.885602
alkanes,0.523275,0.406897,0.521295,0.646478
outwards,0.578263,0.408481,0.561654,0.574081
buddha,0.660909,0.439930,0.593485,0.769715
dislike,0.453108,0.569271,0.557315,0.277446
sent,0.563004,0.476683,0.592416,0.593496
bents,0.618013,0.379421,0.622923,0.511815
overgrowth,0.412405,0.411250,0.482351,0.628853
pestering,0.429319,0.533269,0.510780,0.602404
synthesizing,0.558826,0.458689,0.576516,0.608722
recitals,0.668081,0.441892,0.622462,0.682332
tulsa,0.495605,0.482083,0.506027,0.787964
Madam,0.547327,0.425458,0.569836,0.649430
paceman,0.490064,0.450402,0.504987,0.839007
paratroop,0.582738,0.482693,0.585346,0.795870
phenotypes,0.545719,0.443892,0.523853,0.461295
languished,0.479452,0.378351,0.569471,0.562519
snowshoe,0.748140,0.396516,0.646195,0.933938
ballfields,0.627907,0.356970,0.623384,0.792413
llama,0.608904,0.444081,0.551928,0.879902
languishes,0.444332,0.403015,0.555182,0.608788
renouncement,0.628541,0.508370,0.630876,0.365800
categories,0.631758,0.403719,0.617873,0.532714
jobbed,0.400563,0.457326,0.482386,0.506354
discernment,0.670639,0.411511,0.665576,0.368198
withstanding,0.582152,0.473655,0.621856,0.540515
farrago,0.343964,0.523659,0.421394,0.458163
recognizance,0.564755,0.431573,0.594736,0.630792
treaties,0.507418,0.426671,0.535665,0.453251
jackasses,0.422927,0.472230,0.472352,0.476601
banana_peel,0.502940,0.416830,0.504254,0.871684
ambiguousness,0.391390,0.527819,0.448517,0.304693
liza,0.482670,0.468506,0.458641,0.708367
vittles,0.692248,0.444820,0.668457,0.846233
winterizing,0.534639,0.437056,0.593305,0.597098
pterosaurs,0.605975,0.440485,0.552495,0.701296
bemoans,0.472858,0.451941,0.560788,0.530015
obesity,0.374728,0.570484,0.452001,0.685735
Seattle,0.556105,0.444539,0.556270,0.657374
coyness,0.583745,0.502627,0.608423,0.390623
logistics,0.583739,0.412688,0.609108,0.663954
dirigiste,0.463760,0.437752,0.526955,0.390787
burrowed,0.518694,0.454964,0.558435,0.574002
disordered,0.435863,0.500397,0.461938,0.411129
fathead,0.484701,0.488922,0.523562,0.799464
buckskins,0.586567,0.466900,0.560094,0.802523
diced,0.525669,0.467081,0.537568,0.591322
testability,0.539778,0.374990,0.579541,0.495342
headful,0.574968,0.518088,0.546752,0.815750
maligning,0.382389,0.490086,0.518231,0.475546
munitions,0.452471,0.544043,0.493490,0.807305
incidentally,0.609806,0.444893,0.630946,0.487298
roves,0.659108,0.436623,0.677837,0.698908
umpteenth,0.510572,0.430372,0.555908,0.574832
microcomputers,0.565456,0.442573,0.569366,0.504944
accueil,0.578321,0.421660,0.613275,0.648423
shivery,0.570646,0.486370,0.504094,0.677839
twine,0.603078,0.353899,0.587782,0.899259
Jones,0.622539,0.477138,0.543159,0.655253
Jessica,0.608382,0.465703,0.573821,0.774668
warbles,0.523484,0.486726,0.557892,0.750640
radiophone,0.486780,0.492448,0.515059,0.759162
firma,0.598970,0.386957,0.603879,0.475835
anton,0.539211,0.427366,0.567109,0.633389
submitters,0.570102,0.407066,0.563700,0.504019
birr,0.547449,0.457990,0.587757,0.672954
grubbed,0.581918,0.358426,0.584717,0.684838
Alan,0.600999,0.424983,0.576580,0.652229
laxity,0.301456,0.429581,0.446414,0.432226
inpatients,0.527191,0.430208,0.512880,0.673289
Balkans,0.520634,0.491373,0.544641,0.671710
twins,0.631134,0.508075,0.548711,0.736928
capitulate,0.451004,0.442102,0.550458,0.486017
proffer,0.598392,0.381385,0.606267,0.500887
louise,0.545330,0.427193,0.530948,0.824540
firms,0.549325,0.444434,0.544233,0.713387
chiasmus,0.578929,0.409266,0.582310,0.515837
bird,0.692667,0.455525,0.596979,0.926041
wednesdays,0.470629,0.425409,0.510306,0.680547
lea,0.584344,0.378291,0.628088,0.617751
cringing,0.348641,0.502574,0.433399,0.536279
led,0.576034,0.416665,0.603353,0.629613
lee,0.532957,0.360963,0.534171,0.661790
eminently,0.674846,0.404496,0.660357,0.291519
rascally,0.489183,0.475051,0.572338,0.480001
panelists,0.594857,0.350265,0.613056,0.665779
lei,0.636651,0.440278,0.573238,0.765352
lek,0.568953,0.402868,0.587815,0.615529
cosset,0.720314,0.398677,0.676339,0.462270
spake,0.478983,0.468410,0.531056,0.452045
dentin,0.483133,0.386892,0.522165,0.721927
identifications,0.463713,0.493654,0.552574,0.633057
resisting,0.523441,0.432765,0.613400,0.542410
let,0.632828,0.456737,0.626800,0.520411
leu,0.560168,0.463777,0.553914,0.608155
lev,0.600430,0.364890,0.617330,0.635943
lex,0.539975,0.441582,0.561978,0.487633
aerodynamic,0.607705,0.500537,0.583912,0.613545
physiology,0.615700,0.446646,0.583174,0.638272
overgenerous,0.520739,0.470515,0.533500,0.317232
impressionism,0.599152,0.459289,0.583264,0.489879
sentimentality,0.502832,0.426620,0.553252,0.375877
engage,0.660940,0.479732,0.734985,0.390240
tricksters,0.475946,0.538357,0.483610,0.574468
hoary,0.467623,0.379651,0.499283,0.450380
catalysing,0.590196,0.466401,0.616100,0.518075
spooner,0.627385,0.321505,0.644914,0.826655
rompers,0.697827,0.427878,0.625846,0.709523
toxicants,0.304888,0.503367,0.386458,0.618590
depressor,0.424977,0.481850,0.482756,0.650320
tooting,0.530704,0.482166,0.572305,0.605859
reneges,0.413735,0.466685,0.497615,0.580075
